Code,,ParentCode,MainGroup,SubGroup
566.003,Helideck loose firefighting equip.,56,EQUIPMENT FOR CREW AND PASSENGERS,"TRANSPORT EQUIPMENT FOR CREW, PASSENGERS & PROVISIONS"
566.004,Foam firefighting equipment,56,EQUIPMENT FOR CREW AND PASSENGERS,"TRANSPORT EQUIPMENT FOR CREW, PASSENGERS & PROVISIONS"
566.005,"Marker lights, floodlights",56,EQUIPMENT FOR CREW AND PASSENGERS,"TRANSPORT EQUIPMENT FOR CREW, PASSENGERS & PROVISIONS"
566.006,Helideck plaitwork,56,EQUIPMENT FOR CREW AND PASSENGERS,"TRANSPORT EQUIPMENT FOR CREW, PASSENGERS & PROVISIONS"
566.009,Helideck FO tanks,56,EQUIPMENT FOR CREW AND PASSENGERS,"TRANSPORT EQUIPMENT FOR CREW, PASSENGERS & PROVISIONS"
566.010,Helideck FO pumps,56,EQUIPMENT FOR CREW AND PASSENGERS,"TRANSPORT EQUIPMENT FOR CREW, PASSENGERS & PROVISIONS"
566.015,"Turning motor, guides",56,EQUIPMENT FOR CREW AND PASSENGERS,"TRANSPORT EQUIPMENT FOR CREW, PASSENGERS & PROVISIONS"
566.020,Couplings,56,EQUIPMENT FOR CREW AND PASSENGERS,"VENTILATION, AIR-CONDITIONING & HEATING SYSTEMS"
566.025,Helideck lights,57,EQUIPMENT FOR CREW AND PASSENGERS,"VENTILATION, AIR-CONDITIONING & HEATING SYSTEMS"
571,VENTILATION/AIR-CONDITIONING SYSTEMS FOR ACCOMMODATION,57,EQUIPMENT FOR CREW AND PASSENGERS,"VENTILATION, AIR-CONDITIONING & HEATING SYSTEMS"
571.001,Air-condition central units,57,EQUIPMENT FOR CREW AND PASSENGERS,"VENTILATION, AIR-CONDITIONING & HEATING SYSTEMS"
571.003,Air filters,57,EQUIPMENT FOR CREW AND PASSENGERS,"VENTILATION, AIR-CONDITIONING & HEATING SYSTEMS"
571.005,Air preheaters,57,EQUIPMENT FOR CREW AND PASSENGERS,"VENTILATION, AIR-CONDITIONING & HEATING SYSTEMS"
571.007,Cooling/heating batteries,57,EQUIPMENT FOR CREW AND PASSENGERS,"VENTILATION, AIR-CONDITIONING & HEATING SYSTEMS"
571.009,Humidity regulating equipment,57,EQUIPMENT FOR CREW AND PASSENGERS,"VENTILATION, AIR-CONDITIONING & HEATING SYSTEMS"
571.011,Fans,57,EQUIPMENT FOR CREW AND PASSENGERS,"VENTILATION, AIR-CONDITIONING & HEATING SYSTEMS"
571.013,Distribution boxes,57,EQUIPMENT FOR CREW AND PASSENGERS,"VENTILATION, AIR-CONDITIONING & HEATING SYSTEMS"
571.015,Ventilation ducts,57,EQUIPMENT FOR CREW AND PASSENGERS,"VENTILATION, AIR-CONDITIONING & HEATING SYSTEMS"
571.016,Ventilation duct/pipe insulation,57,EQUIPMENT FOR CREW AND PASSENGERS,"VENTILATION, AIR-CONDITIONING & HEATING SYSTEMS"
571.017,Ventilation duct dampers,57,EQUIPMENT FOR CREW AND PASSENGERS,"VENTILATION, AIR-CONDITIONING & HEATING SYSTEMS"
571.020,Air-condition cooling compressors,57,EQUIPMENT FOR CREW AND PASSENGERS,"VENTILATION, AIR-CONDITIONING & HEATING SYSTEMS"
571.022,Cooling water pumps,57,EQUIPMENT FOR CREW AND PASSENGERS,"VENTILATION, AIR-CONDITIONING & HEATING SYSTEMS"
571.025,Ventilation fan centrals,57,EQUIPMENT FOR CREW AND PASSENGERS,"VENTILATION, AIR-CONDITIONING & HEATING SYSTEMS"
571.040,Local ventilation cabinets,57,EQUIPMENT FOR CREW AND PASSENGERS,"VENTILATION, AIR-CONDITIONING & HEATING SYSTEMS"
571.045,Ventilation plant fans,57,EQUIPMENT FOR CREW AND PASSENGERS,"VENTILATION, AIR-CONDITIONING & HEATING SYSTEMS"
571.050,Separate filters,57,EQUIPMENT FOR CREW AND PASSENGERS,"VENTILATION, AIR-CONDITIONING & HEATING SYSTEMS"
571.060,Ozone plants,57,EQUIPMENT FOR CREW AND PASSENGERS,"VENTILATION, AIR-CONDITIONING & HEATING SYSTEMS"
571.061,Ozone generators,57,EQUIPMENT FOR CREW AND PASSENGERS,"VENTILATION, AIR-CONDITIONING & HEATING SYSTEMS"
571.063,Suction fans,57,EQUIPMENT FOR CREW AND PASSENGERS,"VENTILATION, AIR-CONDITIONING & HEATING SYSTEMS"
571.065,Drying filters,57,EQUIPMENT FOR CREW AND PASSENGERS,"VENTILATION, AIR-CONDITIONING & HEATING SYSTEMS"
571.067,Dust filters,57,EQUIPMENT FOR CREW AND PASSENGERS,"VENTILATION, AIR-CONDITIONING & HEATING SYSTEMS"
571.069,Local control panels,57,EQUIPMENT FOR CREW AND PASSENGERS,"VENTILATION, AIR-CONDITIONING & HEATING SYSTEMS"
571.070,"Air-condition control, local",57,EQUIPMENT FOR CREW AND PASSENGERS,"VENTILATION, AIR-CONDITIONING & HEATING SYSTEMS"
572,VENTILATION/AIR-CONDITIONING SYSTEMS FOR PROVISION ROOMS,57,EQUIPMENT FOR CREW AND PASSENGERS,"VENTILATION, AIR-CONDITIONING & HEATING SYSTEMS"
572.001,Air-condition central units,57,EQUIPMENT FOR CREW AND PASSENGERS,"VENTILATION, AIR-CONDITIONING & HEATING SYSTEMS"
572.003,Air filters,57,EQUIPMENT FOR CREW AND PASSENGERS,"VENTILATION, AIR-CONDITIONING & HEATING SYSTEMS"
572.005,Air preheaters,57,EQUIPMENT FOR CREW AND PASSENGERS,"VENTILATION, AIR-CONDITIONING & HEATING SYSTEMS"
572.007,Cooling/heating batteries,57,EQUIPMENT FOR CREW AND PASSENGERS,"VENTILATION, AIR-CONDITIONING & HEATING SYSTEMS"
572.009,Humidity regulating equipment,57,EQUIPMENT FOR CREW AND PASSENGERS,"VENTILATION, AIR-CONDITIONING & HEATING SYSTEMS"
572.011,Fans,57,EQUIPMENT FOR CREW AND PASSENGERS,"VENTILATION, AIR-CONDITIONING & HEATING SYSTEMS"
572.013,Distribution boxes,57,EQUIPMENT FOR CREW AND PASSENGERS,"VENTILATION, AIR-CONDITIONING & HEATING SYSTEMS"
572.015,Ventilation ducts,57,EQUIPMENT FOR CREW AND PASSENGERS,"VENTILATION, AIR-CONDITIONING & HEATING SYSTEMS"
572.016,Ventilation duct/pipe insulation,57,EQUIPMENT FOR CREW AND PASSENGERS,"VENTILATION, AIR-CONDITIONING & HEATING SYSTEMS"
572.017,Ventilation duct dampers,57,EQUIPMENT FOR CREW AND PASSENGERS,"VENTILATION, AIR-CONDITIONING & HEATING SYSTEMS"
572.020,Air-condition cooling compressors,57,EQUIPMENT FOR CREW AND PASSENGERS,"VENTILATION, AIR-CONDITIONING & HEATING SYSTEMS"
572.022,Cooling water pumps,57,EQUIPMENT FOR CREW AND PASSENGERS,"VENTILATION, AIR-CONDITIONING & HEATING SYSTEMS"
572.025,Ventilation fan centrals,57,EQUIPMENT FOR CREW AND PASSENGERS,"VENTILATION, AIR-CONDITIONING & HEATING SYSTEMS"
572.040,Local ventilation cabinets,57,EQUIPMENT FOR CREW AND PASSENGERS,"VENTILATION, AIR-CONDITIONING & HEATING SYSTEMS"
572.050,Separate filters,57,EQUIPMENT FOR CREW AND PASSENGERS,"VENTILATION, AIR-CONDITIONING & HEATING SYSTEMS"
572.060,Ozone plants,57,EQUIPMENT FOR CREW AND PASSENGERS,"VENTILATION, AIR-CONDITIONING & HEATING SYSTEMS"
572.061,Ozone generators,57,EQUIPMENT FOR CREW AND PASSENGERS,"VENTILATION, AIR-CONDITIONING & HEATING SYSTEMS"
572.063,Suction fans,57,EQUIPMENT FOR CREW AND PASSENGERS,"VENTILATION, AIR-CONDITIONING & HEATING SYSTEMS"
572.065,Drying filters,57,EQUIPMENT FOR CREW AND PASSENGERS,"VENTILATION, AIR-CONDITIONING & HEATING SYSTEMS"
572.067,Dust filters,57,EQUIPMENT FOR CREW AND PASSENGERS,"VENTILATION, AIR-CONDITIONING & HEATING SYSTEMS"
572.069,Local control panels,57,EQUIPMENT FOR CREW AND PASSENGERS,"VENTILATION, AIR-CONDITIONING & HEATING SYSTEMS"
573,VENTILATION/AIR-CONDITIONING SYSTEMS FOR CONTROL ROOMS,57,EQUIPMENT FOR CREW AND PASSENGERS,"VENTILATION, AIR-CONDITIONING & HEATING SYSTEMS"
573.001,Air-condition central units,57,EQUIPMENT FOR CREW AND PASSENGERS,"VENTILATION, AIR-CONDITIONING & HEATING SYSTEMS"
573.003,Air filters,57,EQUIPMENT FOR CREW AND PASSENGERS,"VENTILATION, AIR-CONDITIONING & HEATING SYSTEMS"
573.005,Air preheaters,57,EQUIPMENT FOR CREW AND PASSENGERS,"VENTILATION, AIR-CONDITIONING & HEATING SYSTEMS"
573.007,Cooling/heating batteries,57,EQUIPMENT FOR CREW AND PASSENGERS,"VENTILATION, AIR-CONDITIONING & HEATING SYSTEMS"
573.009,Humidity regulating equipment,57,EQUIPMENT FOR CREW AND PASSENGERS,"VENTILATION, AIR-CONDITIONING & HEATING SYSTEMS"
573.011,Fans,57,EQUIPMENT FOR CREW AND PASSENGERS,"VENTILATION, AIR-CONDITIONING & HEATING SYSTEMS"
573.013,Distribution boxes,57,EQUIPMENT FOR CREW AND PASSENGERS,"VENTILATION, AIR-CONDITIONING & HEATING SYSTEMS"
573.014,Inlet nozzles,57,EQUIPMENT FOR CREW AND PASSENGERS,"VENTILATION, AIR-CONDITIONING & HEATING SYSTEMS"
573.015,Ventilation ducts,57,EQUIPMENT FOR CREW AND PASSENGERS,"VENTILATION, AIR-CONDITIONING & HEATING SYSTEMS"
573.016,Ventilation duct/pipe insulation,57,EQUIPMENT FOR CREW AND PASSENGERS,"VENTILATION, AIR-CONDITIONING & HEATING SYSTEMS"
573.017,Ventilation duct dampers,57,EQUIPMENT FOR CREW AND PASSENGERS,"VENTILATION, AIR-CONDITIONING & HEATING SYSTEMS"
573.020,Air-condition cooling compressors,57,EQUIPMENT FOR CREW AND PASSENGERS,"VENTILATION, AIR-CONDITIONING & HEATING SYSTEMS"
573.022,Cooling water pumps,57,EQUIPMENT FOR CREW AND PASSENGERS,"VENTILATION, AIR-CONDITIONING & HEATING SYSTEMS"
573.025,Ventilation fan centrals,57,EQUIPMENT FOR CREW AND PASSENGERS,"VENTILATION, AIR-CONDITIONING & HEATING SYSTEMS"
573.040,Local ventilation cabinets,57,EQUIPMENT FOR CREW AND PASSENGERS,"VENTILATION, AIR-CONDITIONING & HEATING SYSTEMS"
573.050,Separate filters,57,EQUIPMENT FOR CREW AND PASSENGERS,"VENTILATION, AIR-CONDITIONING & HEATING SYSTEMS"
573.060,Ozone plants,57,EQUIPMENT FOR CREW AND PASSENGERS,"VENTILATION, AIR-CONDITIONING & HEATING SYSTEMS"
573.061,Ozone generators,57,EQUIPMENT FOR CREW AND PASSENGERS,"VENTILATION, AIR-CONDITIONING & HEATING SYSTEMS"
573.063,Suction fans,57,EQUIPMENT FOR CREW AND PASSENGERS,"VENTILATION, AIR-CONDITIONING & HEATING SYSTEMS"
573.065,Drying filters,57,EQUIPMENT FOR CREW AND PASSENGERS,"VENTILATION, AIR-CONDITIONING & HEATING SYSTEMS"
573.067,Dust filters,57,EQUIPMENT FOR CREW AND PASSENGERS,"VENTILATION, AIR-CONDITIONING & HEATING SYSTEMS"
573.069,Local control panels,57,EQUIPMENT FOR CREW AND PASSENGERS,"VENTILATION, AIR-CONDITIONING & HEATING SYSTEMS"
574,VENTILATION/AIR-CONDITIONING SYSTEMS FOR BOILER/ENG. ROOMS,57,EQUIPMENT FOR CREW AND PASSENGERS,"VENTILATION, AIR-CONDITIONING & HEATING SYSTEMS"
574.001,Ventilation centrals,57,EQUIPMENT FOR CREW AND PASSENGERS,"VENTILATION, AIR-CONDITIONING & HEATING SYSTEMS"
574.002,Charge air fans,57,EQUIPMENT FOR CREW AND PASSENGERS,"VENTILATION, AIR-CONDITIONING & HEATING SYSTEMS"
574.004,Evacuation fans,57,EQUIPMENT FOR CREW AND PASSENGERS,"VENTILATION, AIR-CONDITIONING & HEATING SYSTEMS"
574.005,Condensers,57,EQUIPMENT FOR CREW AND PASSENGERS,"VENTILATION, AIR-CONDITIONING & HEATING SYSTEMS"
574.010,Ventilation cabinets,57,EQUIPMENT FOR CREW AND PASSENGERS,"VENTILATION, AIR-CONDITIONING & HEATING SYSTEMS"
574.015,Ventilation ducts,57,EQUIPMENT FOR CREW AND PASSENGERS,"VENTILATION, AIR-CONDITIONING & HEATING SYSTEMS"
574.016,Ventilation duct/pipe insulation,57,EQUIPMENT FOR CREW AND PASSENGERS,"VENTILATION, AIR-CONDITIONING & HEATING SYSTEMS"
574.017,Ventilation duct dampers,57,EQUIPMENT FOR CREW AND PASSENGERS,"VENTILATION, AIR-CONDITIONING & HEATING SYSTEMS"
574.020,Air filters,57,EQUIPMENT FOR CREW AND PASSENGERS,"VENTILATION, AIR-CONDITIONING & HEATING SYSTEMS"
574.030,Cooling/heating batteries,57,EQUIPMENT FOR CREW AND PASSENGERS,"VENTILATION, AIR-CONDITIONING & HEATING SYSTEMS"
575,VENTILATION/AIR-CONDITIONING SYSTEMS FOR PUMP ROOMS,57,EQUIPMENT FOR CREW AND PASSENGERS,"VENTILATION, AIR-CONDITIONING & HEATING SYSTEMS"
575.001,Ventilation centrals,57,EQUIPMENT FOR CREW AND PASSENGERS,"VENTILATION, AIR-CONDITIONING & HEATING SYSTEMS"
575.002,Charge air fans,57,EQUIPMENT FOR CREW AND PASSENGERS,"VENTILATION, AIR-CONDITIONING & HEATING SYSTEMS"
575.004,Evacuation fans,57,EQUIPMENT FOR CREW AND PASSENGERS,"VENTILATION, AIR-CONDITIONING & HEATING SYSTEMS"
575.010,Ventilation cabinets,57,EQUIPMENT FOR CREW AND PASSENGERS,"VENTILATION, AIR-CONDITIONING & HEATING SYSTEMS"
575.015,Ventilation ducts,57,EQUIPMENT FOR CREW AND PASSENGERS,"VENTILATION, AIR-CONDITIONING & HEATING SYSTEMS"
575.016,Ventilation duct/pipe insulation,57,EQUIPMENT FOR CREW AND PASSENGERS,"VENTILATION, AIR-CONDITIONING & HEATING SYSTEMS"
575.017,Ventilation duct dampers,57,EQUIPMENT FOR CREW AND PASSENGERS,"VENTILATION, AIR-CONDITIONING & HEATING SYSTEMS"
575.020,Air filters,57,EQUIPMENT FOR CREW AND PASSENGERS,"VENTILATION, AIR-CONDITIONING & HEATING SYSTEMS"
576,VENTILATION/AIR-COND. SYSTEMS FOR STEERING GEAR COMPARTMENTS,57,EQUIPMENT FOR CREW AND PASSENGERS,"VENTILATION, AIR-CONDITIONING & HEATING SYSTEMS"
576.001,Ventilation centrals,57,EQUIPMENT FOR CREW AND PASSENGERS,"VENTILATION, AIR-CONDITIONING & HEATING SYSTEMS"
576.002,Charge air fans,57,EQUIPMENT FOR CREW AND PASSENGERS,"VENTILATION, AIR-CONDITIONING & HEATING SYSTEMS"
576.010,Ventilation cabinets,57,EQUIPMENT FOR CREW AND PASSENGERS,"VENTILATION, AIR-CONDITIONING & HEATING SYSTEMS"
576.015,Ventilation ducts,57,EQUIPMENT FOR CREW AND PASSENGERS,"VENTILATION, AIR-CONDITIONING & HEATING SYSTEMS"
576.016,Ventilation duct/pipe insulation,57,EQUIPMENT FOR CREW AND PASSENGERS,"VENTILATION, AIR-CONDITIONING & HEATING SYSTEMS"
576.017,Ventilation duct dampers,57,EQUIPMENT FOR CREW AND PASSENGERS,"VENTILATION, AIR-CONDITIONING & HEATING SYSTEMS"
576.020,Air filters,57,EQUIPMENT FOR CREW AND PASSENGERS,"VENTILATION, AIR-CONDITIONING & HEATING SYSTEMS"
577,CENTRAL HEATING SYSTEMS W/RADIATORS,57,EQUIPMENT FOR CREW AND PASSENGERS,"VENTILATION, AIR-CONDITIONING & HEATING SYSTEMS"
577.001,Circulating pumps,57,EQUIPMENT FOR CREW AND PASSENGERS,"VENTILATION, AIR-CONDITIONING & HEATING SYSTEMS"
577.005,Expansion tanks,57,EQUIPMENT FOR CREW AND PASSENGERS,"SANITARY SYST. W/DISCHARGES, ACCOMMODATION DRAIN SYSTEMS"
577.010,Radiators,58,EQUIPMENT FOR CREW AND PASSENGERS,"SANITARY SYST. W/DISCHARGES, ACCOMMODATION DRAIN SYSTEMS"
581,SANITARY SUPPLY SYSTEMS,58,EQUIPMENT FOR CREW AND PASSENGERS,"SANITARY SYST. W/DISCHARGES, ACCOMMODATION DRAIN SYSTEMS"
581.001,FW hydrophore aggregates,58,EQUIPMENT FOR CREW AND PASSENGERS,"SANITARY SYST. W/DISCHARGES, ACCOMMODATION DRAIN SYSTEMS"
581.002,FW hydrophore pumps,58,EQUIPMENT FOR CREW AND PASSENGERS,"SANITARY SYST. W/DISCHARGES, ACCOMMODATION DRAIN SYSTEMS"
581.004,FW hydrophore tanks,58,EQUIPMENT FOR CREW AND PASSENGERS,"SANITARY SYST. W/DISCHARGES, ACCOMMODATION DRAIN SYSTEMS"
581.006,FW cleaning filters,58,EQUIPMENT FOR CREW AND PASSENGERS,"SANITARY SYST. W/DISCHARGES, ACCOMMODATION DRAIN SYSTEMS"
581.010,FW softening filters,58,EQUIPMENT FOR CREW AND PASSENGERS,"SANITARY SYST. W/DISCHARGES, ACCOMMODATION DRAIN SYSTEMS"
581.012,Ion exchange filters,58,EQUIPMENT FOR CREW AND PASSENGERS,"SANITARY SYST. W/DISCHARGES, ACCOMMODATION DRAIN SYSTEMS"
581.013,UV filters/sterilizers,58,EQUIPMENT FOR CREW AND PASSENGERS,"SANITARY SYST. W/DISCHARGES, ACCOMMODATION DRAIN SYSTEMS"
581.014,Chlorine dosage aggregates,58,EQUIPMENT FOR CREW AND PASSENGERS,"SANITARY SYST. W/DISCHARGES, ACCOMMODATION DRAIN SYSTEMS"
581.015,Chlorine tanks,58,EQUIPMENT FOR CREW AND PASSENGERS,"SANITARY SYST. W/DISCHARGES, ACCOMMODATION DRAIN SYSTEMS"
581.016,Chlorine pumps,58,EQUIPMENT FOR CREW AND PASSENGERS,"SANITARY SYST. W/DISCHARGES, ACCOMMODATION DRAIN SYSTEMS"
581.017,Chlorine filters,58,EQUIPMENT FOR CREW AND PASSENGERS,"SANITARY SYST. W/DISCHARGES, ACCOMMODATION DRAIN SYSTEMS"
581.020,Hot water aggregates,58,EQUIPMENT FOR CREW AND PASSENGERS,"SANITARY SYST. W/DISCHARGES, ACCOMMODATION DRAIN SYSTEMS"
581.021,Hot water calorifiers,58,EQUIPMENT FOR CREW AND PASSENGERS,"SANITARY SYST. W/DISCHARGES, ACCOMMODATION DRAIN SYSTEMS"
581.023,Hot water circulating pumps,58,EQUIPMENT FOR CREW AND PASSENGERS,"SANITARY SYST. W/DISCHARGES, ACCOMMODATION DRAIN SYSTEMS"
581.025,Hot water expansion tanks,58,EQUIPMENT FOR CREW AND PASSENGERS,"SANITARY SYST. W/DISCHARGES, ACCOMMODATION DRAIN SYSTEMS"
581.030,Separate hot water calorifiers,58,EQUIPMENT FOR CREW AND PASSENGERS,"SANITARY SYST. W/DISCHARGES, ACCOMMODATION DRAIN SYSTEMS"
581.040,SW hydrophore aggregates,58,EQUIPMENT FOR CREW AND PASSENGERS,"SANITARY SYST. W/DISCHARGES, ACCOMMODATION DRAIN SYSTEMS"
581.041,SW hydrophore pumps,58,EQUIPMENT FOR CREW AND PASSENGERS,"SANITARY SYST. W/DISCHARGES, ACCOMMODATION DRAIN SYSTEMS"
581.043,SW hydrophore tanks,58,EQUIPMENT FOR CREW AND PASSENGERS,"SANITARY SYST. W/DISCHARGES, ACCOMMODATION DRAIN SYSTEMS"
581.045,SW cleaning filters,58,EQUIPMENT FOR CREW AND PASSENGERS,"SANITARY SYST. W/DISCHARGES, ACCOMMODATION DRAIN SYSTEMS"
581.050,FW cooling plants,58,EQUIPMENT FOR CREW AND PASSENGERS,"SANITARY SYST. W/DISCHARGES, ACCOMMODATION DRAIN SYSTEMS"
581.051,Cooling compressors,58,EQUIPMENT FOR CREW AND PASSENGERS,"SANITARY SYST. W/DISCHARGES, ACCOMMODATION DRAIN SYSTEMS"
581.053,Evaporators,58,EQUIPMENT FOR CREW AND PASSENGERS,"SANITARY SYST. W/DISCHARGES, ACCOMMODATION DRAIN SYSTEMS"
581.055,Condensers,58,EQUIPMENT FOR CREW AND PASSENGERS,"SANITARY SYST. W/DISCHARGES, ACCOMMODATION DRAIN SYSTEMS"
581.057,Condenser cooling water pumps,58,EQUIPMENT FOR CREW AND PASSENGERS,"SANITARY SYST. W/DISCHARGES, ACCOMMODATION DRAIN SYSTEMS"
582,"SANITARY DISCHARGE SYSTEMS, ACCOMMODATION DRAINAGE SYSTEMS",58,EQUIPMENT FOR CREW AND PASSENGERS,"SANITARY SYST. W/DISCHARGES, ACCOMMODATION DRAIN SYSTEMS"
582.001,Sewage pumps w/drive unit,58,EQUIPMENT FOR CREW AND PASSENGERS,"SANITARY SYST. W/DISCHARGES, ACCOMMODATION DRAIN SYSTEMS"
582.003,Sewage tanks,58,EQUIPMENT FOR CREW AND PASSENGERS,"SANITARY SYST. W/DISCHARGES, ACCOMMODATION DRAIN SYSTEMS"
582.005,Sewage lift stations,58,EQUIPMENT FOR CREW AND PASSENGERS,"SANITARY SYST. W/DISCHARGES, ACCOMMODATION DRAIN SYSTEMS"
582.010,Vacuum plants,58,EQUIPMENT FOR CREW AND PASSENGERS,"SANITARY SYST. W/DISCHARGES, ACCOMMODATION DRAIN SYSTEMS"
582.011,Vacuum pumps w/drive unit,58,EQUIPMENT FOR CREW AND PASSENGERS,"SANITARY SYST. W/DISCHARGES, ACCOMMODATION DRAIN SYSTEMS"
582.013,Vacuum tanks,58,EQUIPMENT FOR CREW AND PASSENGERS,"SANITARY SYST. W/DISCHARGES, ACCOMMODATION DRAIN SYSTEMS"
582.015,Receiver tanks,58,EQUIPMENT FOR CREW AND PASSENGERS,"SANITARY SYST. W/DISCHARGES, ACCOMMODATION DRAIN SYSTEMS"
582.017,Discharge pumps w/drive unit,58,EQUIPMENT FOR CREW AND PASSENGERS,"SANITARY SYST. W/DISCHARGES, ACCOMMODATION DRAIN SYSTEMS"
582.025,Sewage disinfection plants,58,EQUIPMENT FOR CREW AND PASSENGERS,"SANITARY SYST. W/DISCHARGES, ACCOMMODATION DRAIN SYSTEMS"
582.026,Sewage transfer pumps,58,EQUIPMENT FOR CREW AND PASSENGERS,"SANITARY SYST. W/DISCHARGES, ACCOMMODATION DRAIN SYSTEMS"
582.027,SW charge pumps,58,EQUIPMENT FOR CREW AND PASSENGERS,"SANITARY SYST. W/DISCHARGES, ACCOMMODATION DRAIN SYSTEMS"
583,"BATHTUBS, BIDETS, SHOWER CABINETS, W.C., WASHBASINS",58,EQUIPMENT FOR CREW AND PASSENGERS,"SANITARY SYST. W/DISCHARGES, ACCOMMODATION DRAIN SYSTEMS"
583.001,Shower cabinets,58,EQUIPMENT FOR CREW AND PASSENGERS,"SANITARY SYST. W/DISCHARGES, ACCOMMODATION DRAIN SYSTEMS"
583.002,Standard toilets,58,EQUIPMENT FOR CREW AND PASSENGERS,"SANITARY SYST. W/DISCHARGES, ACCOMMODATION DRAIN SYSTEMS"
583.003,Washstands,58,EQUIPMENT FOR CREW AND PASSENGERS,"SANITARY SYST. W/DISCHARGES, ACCOMMODATION DRAIN SYSTEMS"
583.004,Bathtubs,58,EQUIPMENT FOR CREW AND PASSENGERS,"SANITARY SYST. W/DISCHARGES, ACCOMMODATION DRAIN SYSTEMS"
583.005,Bidets,58,EQUIPMENT FOR CREW AND PASSENGERS,"SANITARY SYST. W/DISCHARGES, ACCOMMODATION DRAIN SYSTEMS"
583.010,Vacuum toilets,58,EQUIPMENT FOR CREW AND PASSENGERS,"SANITARY SYST. W/DISCHARGES, ACCOMMODATION DRAIN SYSTEMS"
583.015,Wash basins w/equipment,58,EQUIPMENT FOR CREW AND PASSENGERS,"SANITARY SYST. W/DISCHARGES, ACCOMMODATION DRAIN SYSTEMS"
584,DRINKING WATER SYSTEMS & COOLERS,58,EQUIPMENT FOR CREW AND PASSENGERS,"SANITARY SYST. W/DISCHARGES, ACCOMMODATION DRAIN SYSTEMS"
584.001,Loose drinking water tanks,58,EQUIPMENT FOR CREW AND PASSENGERS,"SANITARY SYST. W/DISCHARGES, ACCOMMODATION DRAIN SYSTEMS"
584.002,Drinking water pumps,58,EQUIPMENT FOR CREW AND PASSENGERS,"SANITARY SYST. W/DISCHARGES, ACCOMMODATION DRAIN SYSTEMS"
584.005,Softening filters,58,EQUIPMENT FOR CREW AND PASSENGERS,"SANITARY SYST. W/DISCHARGES, ACCOMMODATION DRAIN SYSTEMS"
584.006,Ion exchange filters,58,EQUIPMENT FOR CREW AND PASSENGERS,"SANITARY SYST. W/DISCHARGES, ACCOMMODATION DRAIN SYSTEMS"
584.010,Chlorine dosage aggregates,58,EQUIPMENT FOR CREW AND PASSENGERS,"SANITARY SYST. W/DISCHARGES, ACCOMMODATION DRAIN SYSTEMS"
584.011,Chlorine tanks,58,EQUIPMENT FOR CREW AND PASSENGERS,"SANITARY SYST. W/DISCHARGES, ACCOMMODATION DRAIN SYSTEMS"
584.012,Chlorine pumps,58,EQUIPMENT FOR CREW AND PASSENGERS,"SANITARY SYST. W/DISCHARGES, ACCOMMODATION DRAIN SYSTEMS"
584.013,Chlorine filters,58,EQUIPMENT FOR CREW AND PASSENGERS,"SANITARY SYST. W/DISCHARGES, ACCOMMODATION DRAIN SYSTEMS"
584.018,Drinking water coolers,58,EQUIPMENT FOR CREW AND PASSENGERS,"SANITARY SYST. W/DISCHARGES, ACCOMMODATION DRAIN SYSTEMS"
584.020,Drinking water cooling plants,58,EQUIPMENT FOR CREW AND PASSENGERS,"SANITARY SYST. W/DISCHARGES, ACCOMMODATION DRAIN SYSTEMS"
584.021,Cooling compressors,58,EQUIPMENT FOR CREW AND PASSENGERS,"SANITARY SYST. W/DISCHARGES, ACCOMMODATION DRAIN SYSTEMS"
584.023,Evaporators,58,EQUIPMENT FOR CREW AND PASSENGERS,"SANITARY SYST. W/DISCHARGES, ACCOMMODATION DRAIN SYSTEMS"
584.025,Condensers,58,EQUIPMENT FOR CREW AND PASSENGERS,"SANITARY SYST. W/DISCHARGES, ACCOMMODATION DRAIN SYSTEMS"
584.027,Condenser cooling water pumps,58,EQUIPMENT FOR CREW AND PASSENGERS,DIESEL ENGINES FOR PROPULSION
584.035,Separate icewater coolers,60,MACHINERY MAIN COMPONENTS,DIESEL ENGINES FOR PROPULSION
601,DIESEL ENGINES,60,MACHINERY MAIN COMPONENTS,DIESEL ENGINES FOR PROPULSION
601.001,"Main diesel engine, compl.",60,MACHINERY MAIN COMPONENTS,DIESEL ENGINES FOR PROPULSION
601.002,ME cylinder covers w/valves,60,MACHINERY MAIN COMPONENTS,DIESEL ENGINES FOR PROPULSION
601.003,ME cylinder liners,60,MACHINERY MAIN COMPONENTS,DIESEL ENGINES FOR PROPULSION
601.004,"ME pistons, piston rods",60,MACHINERY MAIN COMPONENTS,DIESEL ENGINES FOR PROPULSION
601.005,"ME connecting rods, crosshead, guides",60,MACHINERY MAIN COMPONENTS,DIESEL ENGINES FOR PROPULSION
601.006,"ME bottom end bearings, crank pins",60,MACHINERY MAIN COMPONENTS,DIESEL ENGINES FOR PROPULSION
601.007,"ME main bearings, journals",60,MACHINERY MAIN COMPONENTS,DIESEL ENGINES FOR PROPULSION
601.010,"ME bedplates, frames",60,MACHINERY MAIN COMPONENTS,DIESEL ENGINES FOR PROPULSION
601.012,"ME bolts, chocks",60,MACHINERY MAIN COMPONENTS,DIESEL ENGINES FOR PROPULSION
601.014,ME fastening bolts between cylinders,60,MACHINERY MAIN COMPONENTS,DIESEL ENGINES FOR PROPULSION
601.016,ME tiebolts,60,MACHINERY MAIN COMPONENTS,DIESEL ENGINES FOR PROPULSION
